Cat Course,Subj Code,Crse Numb,Csta Code,Long Course Title,Coll Code,Coll Desc,Dept Desc,Cat Preq Term Code Eff,Cat Preq Seqno,Cat Preq Connector,Cat Preq Conn Desc,Cat Preq Lparen,Cat Preq Course,Cat Preq Subj Code,Cat Preq Crse Numb,Cat Preq Levl Code,Cat Preq Min Grde,Preq,Cat Preq Concurrency Ind,Cat Preq Rparen,Cat Preq Tesc Code,Cat Preq Test Score
UNIV PE101,UNIV,PE101,A,The Drexel Experience,PE,Pennoni Honors College,Honors Program,,,,,, ,,,,,1,,,,
UNIV PH101,UNIV,PH101,A,The Drexel Experience,PH,Dornsife Sch of Public Health,School of Public Health,,,,,, ,,,,,1,,,,
UNIV R101,UNIV,R101,A,The Drexel Experience,R,"Sch.of Biomed Engr,Sci & Hlth",Sch of Biomedical Engineering,,,,,, ,,,,,1,,,,
UNIV S101,UNIV,S101,A,The Drexel Experience,AS,Arts and Sciences,"Office of the Dean, Arts & Sci",,,,,, ,,,,,1,,,,
UNIV S201,UNIV,S201,A,Looking Forward: Academics and Careers,AS,Arts and Sciences,"Office of the Dean, Arts & Sci",,,,,, ,,,,,1,,,,
UNIV SM101,UNIV,SM101,A,The Drexel Experience,B,Bennett S. LeBow Coll. of Bus.,Sport Management,,,,,, ,,,,,1,,,,
UNIV T101,UNIV,T101,A,The Drexel Experience,T,School of Education,School of Education,,,,,, ,,,,,1,,,,
UNIV T180,UNIV,T180,A,Special Topics-University Wide,X,Miscellaneous,Provost,,,,,, ,,,,,1,,,,
UNIV T280,UNIV,T280,A,Special Topics-University Wide,X,Miscellaneous,Provost,,,,,, ,,,,,1,,,,
UNIV T380,UNIV,T380,A,Special Topics-University Wide,X,Miscellaneous,Provost,,,,,, ,,,,,1,,,,
UNIV T480,UNIV,T480,A,Special Topics-University Wide,X,Miscellaneous,Provost,,,,,, ,,,,,1,,,,
UNIV X101,UNIV,X101,A,The Drexel Experience,X,Miscellaneous,Hospitality Management,,,,,, ,,,,,1,,,,
URBS 510,URBS,510,A,History of Urban Space,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
URBS 520,URBS,520,A,What is a City,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
URBS 530,URBS,530,A,Quantitative Methods & Reasoning for Urban Strategists,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
URBS 610,URBS,610,A,Civic Engagement & Participatory Methods,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
URBS 620,URBS,620,A,City of Systems,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201815,,,,, ,,,,,1,,,,
URBS 630,URBS,630,A,"Spatial Reasoning for Urbanists, Architects & Designers",A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201815,,,,, ,,,,,1,,,,
URBS 650,URBS,650,A,"Urbanism, Health & the Built Environment",A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201825,,,,, ,,,,,1,,,,
URBS 670,URBS,670,A,Thesis I: Research Inquiry & Design,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201815,1,,,,URBS 530,URBS,530,GR,B-,1,,,,
URBS 675,URBS,675,A,Thesis Seminar I,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201715,1,,,,URBS 670,URBS,670,GR,B,1,,,,
URBS 680,URBS,680,A,Thesis II: Fieldwork,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201715,1,,,,URBS 670,URBS,670,GR,B,1,,,,
URBS 685,URBS,685,A,Thesis Seminar II,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201715,1,,,,URBS 680,URBS,680,GR,B,1,,,,
URBS 690,URBS,690,A,Thesis III: Documentation,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,201715,1,,,,URBS 680,URBS,680,GR,B,1,,,,
URBS I599,URBS,I599,A,Independent Study in Urban Strategy,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
URBS I699,URBS,I699,A,Independent Study in Urban Strategy,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
URBS T580,URBS,T580,A,Special Topics in Urban Strategy,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
URBS T680,URBS,T680,A,Special Topic in Urban Strategy,A,Antoinette Westphal COMAD,Architecture Design & Urbanism,,,,,, ,,,,,1,,,,
VRIM 100,VRIM,100,A,Digital Tools for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
VRIM 110,VRIM,110,A,Digital Imaging for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,201915,5,O,Or,,VSCM 200,VSCM,200,UG,D,1,,,,
VRIM 110,VRIM,110,A,Digital Imaging for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,201915,3,O,Or,,VRIM 100,VRIM,100,UG,D,1,,,,
VRIM 110,VRIM,110,A,Digital Imaging for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,201915,2,O,Or,,DIGM 100,DIGM,100,UG,D,1,,,,
VRIM 110,VRIM,110,A,Digital Imaging for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,201915,1,,,,ANIM 100,ANIM,100,UG,D,1,,,,
VRIM 110,VRIM,110,A,Digital Imaging for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,201915,4,O,Or,,PHTO 141,PHTO,141,UG,D,1,,,,
VRIM 110,VRIM,110,A,Digital Imaging for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,201915,7,O,Or,,VSST 104,VSST,104,UG,D,1,,,,
VRIM 110,VRIM,110,A,Digital Imaging for VR/AR Media,A,Antoinette Westphal COMAD,Digital Media,201915,6,O,Or,,FMVD 110,FMVD,110,UG,D,1,,,,
VRIM 120,VRIM,120,A,VR/AR Production Lab I,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,VRIM 110,VRIM,110,UG,D,1,,,,
VRIM 215,VRIM,215,A,History of Immersive Media,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
VRIM 220,VRIM,220,A,VR/AR Production Lab II,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,VRIM 120,VRIM,120,UG,D,1,,,,
VRIM 250,VRIM,250,A,Professional Practices for Immersive Media,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,VRIM 120,VRIM,120,UG,D,1,,,,
VRIM 310,VRIM,310,A,Immersive Media Workshop I,A,Antoinette Westphal COMAD,Digital Media,201815,2,A,And,,ANIM 212,ANIM,212,UG,D,1,,,,
VRIM 310,VRIM,310,A,Immersive Media Workshop I,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,VRIM 220,VRIM,220,UG,D,1,,,,
VRIM 320,VRIM,320,A,Immersive Media Workshop II,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,VRIM 310,VRIM,310,UG,D,1,,,,
VSCM 100,VSCM,100,A,Computer Imaging I,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM 140,VSCM,140,A,Calligraphy,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSST 110,VSST,110,UG,D,1,,,,
VSCM 200,VSCM,200,A,Computer Imaging II,A,Antoinette Westphal COMAD,Design,200115,2,,,,VSCM 100,VSCM,100,UG,D,1,,,,
VSCM 230,VSCM,230,A,Visual Communication I,A,Antoinette Westphal COMAD,Design,201815,6,O,Or,,VSST 107,VSST,107,UG,D,1,,,,
VSCM 230,VSCM,230,A,Visual Communication I,A,Antoinette Westphal COMAD,Design,201815,1,,,,VSST 102,VSST,102,UG,D,1,,,,
VSCM 230,VSCM,230,A,Visual Communication I,A,Antoinette Westphal COMAD,Design,201815,4,O,Or,,VSST 100,VSST,100,UG,D,1,,,,
VSCM 230,VSCM,230,A,Visual Communication I,A,Antoinette Westphal COMAD,Design,201815,2,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSCM 231,VSCM,231,A,Visual Communication II,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 230,VSCM,230,UG,D,1,,,,
VSCM 232,VSCM,232,A,Visual Communication III,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 231,VSCM,231,UG,D,1,,,,
VSCM 240,VSCM,240,A,Typography I,A,Antoinette Westphal COMAD,Design,201815,8,O,Or,,VSST 107,VSST,107,UG,D,1,,,,
VSCM 240,VSCM,240,A,Typography I,A,Antoinette Westphal COMAD,Design,201815,1,,,,VSST 101,VSST,101,UG,D,1,,,,
VSCM 240,VSCM,240,A,Typography I,A,Antoinette Westphal COMAD,Design,201815,4,O,Or,,VSST 108,VSST,108,UG,D,1,,,,
VSCM 240,VSCM,240,A,Typography I,A,Antoinette Westphal COMAD,Design,201815,2,O,Or,,VSST 104,VSST,104,UG,D,1,,,,
VSCM 240,VSCM,240,A,Typography I,A,Antoinette Westphal COMAD,Design,201815,6,O,Or,,VSST 100,VSST,100,UG,D,1,,,,
VSCM 241,VSCM,241,A,Production,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 240,VSCM,240,UG,D,1,,,,
VSCM 242,VSCM,242,A,Typography II,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 240,VSCM,240,UG,D,1,,,,
VSCM 247,VSCM,247,A,On Screen Typography,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM 330,VSCM,330,A,Visual Communication IV,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 232,VSCM,232,UG,D,1,,,,
VSCM 331,VSCM,331,A,Visual Communication V,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 330,VSCM,330,UG,D,1,,,,
VSCM 332,VSCM,332,A,Visual Communication IV,A,Antoinette Westphal COMAD,Design,201715,2,O,Or,,VSCM 330,VSCM,330,UG,D,1,,,,
VSCM 332,VSCM,332,A,Visual Communication IV,A,Antoinette Westphal COMAD,Design,201715,1,,,,VSCM 232,VSCM,232,UG,D,1,,,,
VSCM 333,VSCM,333,A,Visual Communication V,A,Antoinette Westphal COMAD,Design,201715,2,O,Or,,VSCM 331,VSCM,331,UG,D,1,,,,
VSCM 333,VSCM,333,A,Visual Communication V,A,Antoinette Westphal COMAD,Design,201715,1,,,,VSCM 332,VSCM,332,UG,D,1,,,,
VSCM 340,VSCM,340,A,Typography III,A,Antoinette Westphal COMAD,Design,200215,2,,,,VSCM 242,VSCM,242,UG,D,1,,,,
VSCM 345,VSCM,345,A,IKI: Tamagawa-Drexel Exchange,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM 350,VSCM,350,A,Graphic Design: 20th Century and Beyond,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM 360,VSCM,360,A,Design on Site,A,Antoinette Westphal COMAD,Design,200815,2,,,,VSCM 232,VSCM,232,UG,D,1,,,,
VSCM 370,VSCM,370,A,Experimental Publication Design,A,Antoinette Westphal COMAD,Design,201915,2,A,And,,VSCM 242,VSCM,242,UG,D,1,,,,
VSCM 370,VSCM,370,A,Experimental Publication Design,A,Antoinette Westphal COMAD,Design,201915,1,,,,VSCM 232,VSCM,232,UG,D,1,,,,
VSCM 399,VSCM,399,A,Independent Study in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM 430,VSCM,430,A,Visual Communication VI,A,Antoinette Westphal COMAD,Design,201715,3,O,Or,,VSCM 333,VSCM,333,UG,D,1,,,,
VSCM 430,VSCM,430,A,Visual Communication VI,A,Antoinette Westphal COMAD,Design,201715,1,,,,VSCM 331,VSCM,331,UG,D,1,,,,
VSCM 440,VSCM,440,A,Book Design,A,Antoinette Westphal COMAD,Design,201915,6,O,Or,,WMGD 220,WMGD,220,UG,D,1,,,,
VSCM 440,VSCM,440,A,Book Design,A,Antoinette Westphal COMAD,Design,201915,1,,,,VSCM 333,VSCM,333,UG,D,1,,,,
VSCM 450,VSCM,450,A,Professional Portfolio,A,Antoinette Westphal COMAD,Design,201115,4,O,Or,,ADGD 320,ADGD,320,UG,D,1,,,,
VSCM 450,VSCM,450,A,Professional Portfolio,A,Antoinette Westphal COMAD,Design,201115,6,O,Or,,EVGD 320,EVGD,320,UG,D,1,,,,
VSCM 450,VSCM,450,A,Professional Portfolio,A,Antoinette Westphal COMAD,Design,201115,2,,,,VSCM 430,VSCM,430,UG,D,1,,,,
VSCM 455,VSCM,455,A,Electronic Portfolio,A,Antoinette Westphal COMAD,Design,201015,2,,,,VSCM 232,VSCM,232,UG,D,1,,,,
VSCM 460,VSCM,460,A,Professional Practice,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 430,VSCM,430,UG,D,1,,,,
VSCM 478,VSCM,478,A,Graphic Design Seminar: Advanced Techniques,A,Antoinette Westphal COMAD,Design,200815,4,,,,VSCM 340,VSCM,340,UG,D,1,,,,
VSCM 479,VSCM,479,A,Graphic Design Seminar: Advanced Media,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM 480,VSCM,480,A,Graphic Design Seminar: Design Perceptions,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM 482,VSCM,482,A,Graphic Design for Cultural Organizations,A,Antoinette Westphal COMAD,Design,201015,8,O,Or,,WMGD 421,WMGD,421,UG,D,1,,,,
VSCM 482,VSCM,482,A,Graphic Design for Cultural Organizations,A,Antoinette Westphal COMAD,Design,201015,4,O,Or,,ADGD 320,ADGD,320,UG,D,1,,,,
VSCM 482,VSCM,482,A,Graphic Design for Cultural Organizations,A,Antoinette Westphal COMAD,Design,201015,6,O,Or,,EVGD 320,EVGD,320,UG,D,1,,,,
VSCM 482,VSCM,482,A,Graphic Design for Cultural Organizations,A,Antoinette Westphal COMAD,Design,201015,2,,,,VSCM 430,VSCM,430,UG,D,1,,,,
VSCM 485,VSCM,485,A,Annual Report Design,A,Antoinette Westphal COMAD,Design,200435,2,,,,VSCM 340,VSCM,340,UG,D,1,,,,
VSCM 496,VSCM,496,A,Senior Capstone,A,Antoinette Westphal COMAD,Design,199815,1,,,,VSCM 430,VSCM,430,UG,D,1,,,,
VSCM I199,VSCM,I199,A,Independent Study in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM I299,VSCM,I299,A,Independent Study in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM I399,VSCM,I399,A,Independent Study in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM I499,VSCM,I499,A,Independent Study in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM T180,VSCM,T180,A,Special Topics in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM T280,VSCM,T280,A,Special Topics in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM T380,VSCM,T380,A,Special Topics in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSCM T480,VSCM,T480,A,Special Topics in Graphic Design,A,Antoinette Westphal COMAD,Design,,,,,, ,,,,,1,,,,
VSST 100,VSST,100,A,Introduction to Art & Design,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 101,VSST,101,A,Design I,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 102,VSST,102,A,Design II,A,Antoinette Westphal COMAD,Art and Art History,200915,2,,,,VSST 101,VSST,101,UG,D,1,,,,
VSST 102,VSST,102,A,Design II,A,Antoinette Westphal COMAD,Art and Art History,200915,6,O,Or,,VSST 108,VSST,108,UG,D,1,,,,
VSST 102,VSST,102,A,Design II,A,Antoinette Westphal COMAD,Art and Art History,200915,4,O,Or,,VSST 104,VSST,104,UG,D,1,,,,
VSST 103,VSST,103,A,Design III,A,Antoinette Westphal COMAD,Art and Art History,200915,1,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 103,VSST,103,A,Design III,A,Antoinette Westphal COMAD,Art and Art History,200915,3,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSST 103,VSST,103,A,Design III,A,Antoinette Westphal COMAD,Art and Art History,200915,5,O,Or,,VSST 109,VSST,109,UG,D,1,,,,
VSST 104,VSST,104,A,Accelerated Design I,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 105,VSST,105,A,Accelerated Design II,A,Antoinette Westphal COMAD,Art and Art History,200915,4,O,Or,,VSST 104,VSST,104,UG,D,1,,,,
VSST 105,VSST,105,A,Accelerated Design II,A,Antoinette Westphal COMAD,Art and Art History,200915,2,,,,VSST 101,VSST,101,UG,D,1,,,,
VSST 105,VSST,105,A,Accelerated Design II,A,Antoinette Westphal COMAD,Art and Art History,200915,6,O,Or,,VSST 108,VSST,108,UG,D,1,,,,
VSST 106,VSST,106,A,Accelerated Design III,A,Antoinette Westphal COMAD,Art and Art History,200915,4,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSST 106,VSST,106,A,Accelerated Design III,A,Antoinette Westphal COMAD,Art and Art History,200915,6,O,Or,,VSST 109,VSST,109,UG,D,1,,,,
VSST 106,VSST,106,A,Accelerated Design III,A,Antoinette Westphal COMAD,Art and Art History,200915,2,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 107,VSST,107,A,Introduction to Design for Media,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 108,VSST,108,A,Design I for Media,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 109,VSST,109,A,Design II for Media,A,Antoinette Westphal COMAD,Art and Art History,200915,2,,,,VSST 108,VSST,108,UG,D,1,,,,
VSST 110,VSST,110,A,Introductory Drawing,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 111,VSST,111,A,Figure Drawing I,A,Antoinette Westphal COMAD,Art and Art History,199815,1,,,,VSST 110,VSST,110,UG,D,1,,,,
VSST 112,VSST,112,A,Figure Drawing II,A,Antoinette Westphal COMAD,Art and Art History,199815,1,,,,VSST 111,VSST,111,UG,D,1,,,,
VSST 113,VSST,113,A,Figure Drawing for Fashion,A,Antoinette Westphal COMAD,Art and Art History,201715,2,A,And,,VSST 111,VSST,111,UG,D,1,,,,
VSST 113,VSST,113,A,Figure Drawing for Fashion,A,Antoinette Westphal COMAD,Art and Art History,201715,1,,,,VSST 110,VSST,110,UG,D,1,,,,
VSST 114,VSST,114,A,Tablet Drawing,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 201,VSST,201,A,Multimedia: Performance,A,Antoinette Westphal COMAD,Art and Art History,201615,,,,, ,,,,,1,,,,
VSST 202,VSST,202,A,Multimedia: Space,A,Antoinette Westphal COMAD,Art and Art History,200215,4,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSST 202,VSST,202,A,Multimedia: Space,A,Antoinette Westphal COMAD,Art and Art History,200215,2,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 203,VSST,203,A,Multimedia: Materials,A,Antoinette Westphal COMAD,Art and Art History,200915,6,O,Or,,VSST 109,VSST,109,UG,D,1,,,,
VSST 203,VSST,203,A,Multimedia: Materials,A,Antoinette Westphal COMAD,Art and Art History,200915,2,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 203,VSST,203,A,Multimedia: Materials,A,Antoinette Westphal COMAD,Art and Art History,200915,4,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSST 210,VSST,210,A,Painting Basics,A,Antoinette Westphal COMAD,Art and Art History,201515,1,,,,VSST 108,VSST,108,UG,D,1,,,,
VSST 301,VSST,301,A,Painting I,A,Antoinette Westphal COMAD,Art and Art History,200915,1,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 301,VSST,301,A,Painting I,A,Antoinette Westphal COMAD,Art and Art History,200915,5,O,Or,,VSST 109,VSST,109,UG,D,1,,,,
VSST 301,VSST,301,A,Painting I,A,Antoinette Westphal COMAD,Art and Art History,200915,3,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSST 302,VSST,302,A,Painting II,A,Antoinette Westphal COMAD,Art and Art History,201615,1,,,,VSST 301,VSST,301,UG,C,1,,,,
VSST 303,VSST,303,A,Painting III,A,Antoinette Westphal COMAD,Art and Art History,201615,1,,,,VSST 302,VSST,302,UG,C,1,,,,
VSST 304,VSST,304,A,Materials Exploration,A,Antoinette Westphal COMAD,Art and Art History,201615,1,,,,VSST 103,VSST,103,UG,D,1,,,,
VSST 304,VSST,304,A,Materials Exploration,A,Antoinette Westphal COMAD,Art and Art History,201615,2,O,Or,,VSST 106,VSST,106,UG,D,1,,,,
VSST 310,VSST,310,A,Sculpture: Metal Fabrication,A,Antoinette Westphal COMAD,Art and Art History,200915,6,O,Or,,VSST 109,VSST,109,UG,D,1,,,,
VSST 310,VSST,310,A,Sculpture: Metal Fabrication,A,Antoinette Westphal COMAD,Art and Art History,200915,4,O,Or,,ARCH 102,ARCH,102,UG,D,1,,,,
VSST 310,VSST,310,A,Sculpture: Metal Fabrication,A,Antoinette Westphal COMAD,Art and Art History,200915,2,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 311,VSST,311,A,Sculpture I,A,Antoinette Westphal COMAD,Art and Art History,200215,3,O,Or,,VSST 106,VSST,106,UG,D,1,,,,
VSST 311,VSST,311,A,Sculpture I,A,Antoinette Westphal COMAD,Art and Art History,200215,1,,,,VSST 103,VSST,103,UG,D,1,,,,
VSST 312,VSST,312,A,Sculpture II,A,Antoinette Westphal COMAD,Art and Art History,199815,1,,,,VSST 311,VSST,311,UG,D,1,,,,
VSST 313,VSST,313,A,Sculpture III,A,Antoinette Westphal COMAD,Art and Art History,199815,1,,,,VSST 312,VSST,312,UG,D,1,,,,
VSST 321,VSST,321,A,Screenprint I,A,Antoinette Westphal COMAD,Art and Art History,200915,4,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSST 321,VSST,321,A,Screenprint I,A,Antoinette Westphal COMAD,Art and Art History,200915,6,O,Or,,VSST 109,VSST,109,UG,D,1,,,,
VSST 321,VSST,321,A,Screenprint I,A,Antoinette Westphal COMAD,Art and Art History,200915,2,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 322,VSST,322,A,Printmaking I,A,Antoinette Westphal COMAD,Art and Art History,200915,1,,,,VSST 102,VSST,102,UG,D,1,,,,
VSST 322,VSST,322,A,Printmaking I,A,Antoinette Westphal COMAD,Art and Art History,200915,4,O,Or,,VSST 109,VSST,109,UG,D,1,,,,
VSST 322,VSST,322,A,Printmaking I,A,Antoinette Westphal COMAD,Art and Art History,200915,2,O,Or,,VSST 105,VSST,105,UG,D,1,,,,
VSST 323,VSST,323,A,Printmaking II,A,Antoinette Westphal COMAD,Art and Art History,200415,1,,,,VSST 322,VSST,322,UG,D,1,,,,
VSST 324,VSST,324,A,Advanced Printmaking,A,Antoinette Westphal COMAD,Art and Art History,200715,1,,,,VSST 321,VSST,321,UG,D,1,,,,
VSST 324,VSST,324,A,Advanced Printmaking,A,Antoinette Westphal COMAD,Art and Art History,200715,2,O,Or,,VSST 322,VSST,322,UG,D,1,,,,
VSST 325,VSST,325,A,Screenprint II,A,Antoinette Westphal COMAD,Art and Art History,200415,1,,,,VSST 321,VSST,321,UG,D,1,,,,
VSST 350,VSST,350,A,Painting Special Studies,A,Antoinette Westphal COMAD,Art and Art History,201715,1,,,,VSST 303,VSST,303,UG,C,1,,,,
VSST 399,VSST,399,A,Independent Study: Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 501,VSST,501,A,Contemporary Art Issues,A,Antoinette Westphal COMAD,Art and Art History,200715,,,,, ,,,,,1,,,,
VSST 502,VSST,502,A,Space/Time I,A,Antoinette Westphal COMAD,Art and Art History,200715,,,,, ,,,,,1,,,,
VSST 601,VSST,601,A,Painting,A,Antoinette Westphal COMAD,Art and Art History,200715,,,,, ,,,,,1,,,,
VSST 611,VSST,611,A,Graduate Drawing,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST 865,VSST,865,A,Advanced Studies in Art and Design,A,Antoinette Westphal COMAD,Art and Art History,200715,,,,, ,,,,,1,,,,
VSST I199,VSST,I199,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I299,VSST,I299,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I399,VSST,I399,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I499,VSST,I499,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I599,VSST,I599,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I699,VSST,I699,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I799,VSST,I799,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I899,VSST,I899,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST I999,VSST,I999,A,Independent Study in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T180,VSST,T180,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T280,VSST,T280,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T380,VSST,T380,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T480,VSST,T480,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T580,VSST,T580,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T680,VSST,T680,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T780,VSST,T780,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T880,VSST,T880,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
VSST T980,VSST,T980,A,Special Topics in Visual Studies,A,Antoinette Westphal COMAD,Art and Art History,,,,,, ,,,,,1,,,,
WEST 100,WEST,100,A,Introduction to Digital Design Tools,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST 105,WEST,105,A,Deciding Design & Media,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST 107,WEST,107,A,Maker Workshop,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST 210,WEST,210,A,Innovative Problem Solving,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST 220,WEST,220,A,Multimodal Research,A,Antoinette Westphal COMAD,College of Media and Design,,,,,, ,,,,,1,,,,
WEST 310,WEST,310,A,Active Learning and Exploration,A,Antoinette Westphal COMAD,College of Media and Design,201415,1,,,,WEST 210,WEST,210,UG,D,1,,,,
